ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
1446,MattKillingsworth_2011X.stm,/talks/matt_killingsworth_want_to_be_happier_stay_in_the_moment,Want to be happier? Stay in the moment,Matt Killingsworth,2012-11-05,10M16S,TEDx,brain,happiness
1447,MattMills_2012G.stm,/talks/matt_mills_image_recognition_that_triggers_augmented_reality,Image recognition that triggers augmented reality,Matt Mills,2012-07-19,8M4S,demo,design,science
1448,MattRidley_2010G.stm,/talks/matt_ridley_when_ideas_have_sex,When ideas have sex,Matt Ridley,2010-07-14,16M26S,business,collaboration,design
1449,MauriceConti_2016X.stm,/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai,The incredible inventions of intuitive AI,Maurice Conti,2017-02-06,15M23S,AI,algorithm,computers
1450,MaurizioSeracini_2012G.stm,/talks/maurizio_seracini_the_secret_lives_of_paintings,The secret lives of paintings,Maurizio Seracini,2012-10-12,12M34S,art,science,technology
1451,MaxLittle_2012G.stm,/talks/max_little_a_test_for_parkinson_s_with_a_phone_call,A test for Parkinson's with a phone call,Max Little,2012-08-07,6M4S,TED Fellows,disease,global issues
1452,MayaBeiser_2011.stm,/talks/maya_beiser_a_cello_with_many_voices,A cello with many voices,Maya Beiser,2011-06-17,20M9S,design,entertainment,music
1453,MayaPenn_2013W.stm,/talks/maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist,"Meet a young entrepreneur, cartoonist, designer, activist ...",Maya Penn,2014-01-31,7M16S,creativity,entrepreneur,animation
1454,MayElKhalil_2013G.stm,/talks/may_el_khalil_making_peace_is_a_marathon,Making peace is a marathon,May El-Khalil,2013-08-16,10M16S,culture,global issues,sports
1455,MaysoonZayid_2013W.stm,/talks/maysoon_zayid_i_got_99_problems_palsy_is_just_one,I got 99 problems ... palsy is just one,Maysoon Zayid,2014-01-03,14M13S,comedy,entertainment,women
1456,MazJobrani_2010G.stm,/talks/maz_jobrani_did_you_hear_the_one_about_the_iranian_american,Did you hear the one about the Iranian-American?,Maz Jobrani,2010-08-19,9M14S,Middle East,comedy,entertainment
1457,MazJobrani_2012S.stm,/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Maz Jobrani,2012-12-12,7M11S,Middle East,TEDx,comedy
1458,McKennaPope_2013Y.stm,/talks/mckenna_pope_want_to_be_an_activist_start_with_your_toys,Want to be an activist? Start with your toys,McKenna Pope,2014-01-29,5M22S,activism,youth,toys
1459,MeaghanRamsey_2014S.stm,/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain,The mysterious workings of the adolescent brain,Sarah-Jayne Blakemore,2012-09-17,14M26S,brain,cognitive science,neuroscience
1460,MechaiViravaidya_2010X.stm,/talks/rory_sutherland_perspective_is_everything,Perspective is everything,Rory Sutherland,2012-05-04,18M24S,TEDx,culture,humor
1461,MeeraVijayann_2014X.stm,/talks/meera_vijayann_find_your_voice_against_gender_violence,Find your voice against gender violence,Meera Vijayann,2014-08-27,13M58S,TEDx,activism,gender
1462,MeganKamerick_2011X.stm,/talks/megan_kamerick_women_should_represent_women_in_media,Women should represent women in media,Megan Kamerick,2012-06-17,10M31S,TEDx,global issues,journalism
1463,MeganPhelpsRoper_2017S.stm,/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left,I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,2017-03-06,15M17S,activism,communication,community
1464,MeganWashington_2014X.stm,/talks/megan_washington_why_i_live_in_mortal_dread_of_public_speaking,Why I live in mortal dread of public speaking,Megan Washington,2014-08-08,12M58S,TEDx,disability,media
1465,MegJay_2013.stm,/talks/meg_jay_why_30_is_not_the_new_20,Why 30 is not the new 20,Meg Jay,2013-05-13,14M49S,aging,culture,youth
1466,MehdiOrdikhaniSeyedlar_2017.stm,/talks/mariana_mazzucato_what_is_economic_value_and_who_creates_it,"What is economic value, and who creates it?",Mariana Mazzucato,2019-12-11,18M55S,economics,society,social change
1467,MeklitHadero_2015F.stm,/talks/meklit_hadero_the_unexpected_beauty_of_everyday_sounds,The unexpected beauty of everyday sounds,Meklit Hadero,2015-10-16,13M3S,TED Fellows,art,creativity
1468,MelatiWijsen_2015G.stm,/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali,Our campaign to ban plastic bags in Bali,Melati and Isabel Wijsen,2016-01-29,11M,activism,environment,education
1469,MelindaGates_2010X.stm,/talks/melinda_gates_what_nonprofits_can_learn_from_coca_cola,What nonprofits can learn from Coca-Cola,Melinda Gates,2010-10-12,16M28S,TEDx,business,global issues
1470,MelindaGates_2012X.stm,/talks/melinda_gates_let_s_put_birth_control_back_on_the_agenda,Let's put birth control back on the agenda,Melinda Gates,2012-04-11,25M27S,TEDx,culture,global issues
1471,MelissaFleming_2014G.stm,/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive,"Let's help refugees thrive, not just survive",Melissa Fleming,2014-10-16,16M8S,education,global issues,poverty
1472,MelissaFleming_2015X.stm,/talks/melissa_fleming_a_boat_carrying_500_refugees_sunk_at_sea_the_story_of_two_survivors,A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,2015-11-03,19M15S,TEDx,global issues,government
1473,MelissaMarshall_2012G.stm,/talks/melissa_marshall_talk_nerdy_to_me,Talk nerdy to me,Melissa Marshall,2012-10-11,4M34S,communication,engineering,science
1474,MelissaWalker_2015P.stm,/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds,Art can heal PTSD's invisible wounds,Melissa Walker,2016-10-12,9M48S,creativity,humanity,mental health
1475,MellodyHobson_2014.stm,/talks/mellody_hobson_color_blind_or_color_brave,Color blind or color brave?,Mellody Hobson,2014-05-05,14M14S,business,communication,race
1476,MelvinRussell_2015X.stm,/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform,"I love being a police officer, but we need reform",Melvin Russell,2016-01-12,13M7S,TEDx,community,crime
1477,MemoryBanda_2015W.stm,/talks/memory_banda_a_warrior_s_cry_against_child_marriage,A warrior’s cry against child marriage,Memory Banda,2015-07-07,12M38S,global issues,violence,women
1478,MenaTrott_2006.stm,/talks/mena_trott_meet_the_founder_of_the_blog_revolution,Meet the founder of the blog revolution,Mena Trott,2006-08-25,16M46S,business,communication,community
1479,MeronGribetz_2016.stm,/talks/neha_narula_the_future_of_money,The future of money,Neha Narula,2016-09-12,16M16S,business,capitalism,computers
1480,MiaBirdsong_2015W.stm,/talks/mia_birdsong_the_story_we_tell_about_poverty_isn_t_true,The story we tell about poverty isn't true,Mia Birdsong,2015-09-15,15M16S,activism,community,economics
1481,MichaelAnti_2012G.stm,/talks/michael_anti_behind_the_great_firewall_of_china,Behind the Great Firewall of China,Michael Anti,2012-07-30,18M51S,Asia,china,global issues
1482,MichaelArcher_2013X.stm,/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Michael Archer,2013-06-27,17M36S,TEDx,animals,deextinction
1483,MichaelBierut_2017S.stm,/talks/alex_rosenthal_the_joyful_perplexing_world_of_puzzle_hunts,"The joyful, perplexing world of puzzle hunts",Alex Rosenthal,2018-12-19,11M55S,art,design,entertainment
1484,MichaelBodekaer_2015X.stm,/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class,This virtual lab will revolutionize science class,Michael Bodekaer,2016-05-06,11M26S,collaboration,demo,entrepreneur
1485,MichaelBotticelli_2016X.stm,/talks/karen_lloyd_this_deep_sea_mystery_is_changing_our_understanding_of_life,This deep-sea mystery is changing our understanding of life,Karen Lloyd,2018-02-06,13M8S,biodiversity,animals,biosphere
1486,MichaelDickinson_2013X.stm,/talks/michael_dickinson_how_a_fly_flies,How a fly flies,Michael Dickinson,2013-02-22,15M55S,TEDx,biology,insects
1487,MichaelGreen_2013.stm,/talks/michael_green_why_we_should_build_wooden_skyscrapers,Why we should build wooden skyscrapers,Michael Green,2013-07-09,12M22S,architecture,design,engineering
1488,MichaelGreen_2014G.stm,/talks/michael_green_what_the_social_progress_index_can_reveal_about_your_country,What the Social Progress Index can reveal about your country,Michael Green,2014-11-11,14M56S,economics,global issues,policy
1489,MichaelGreen_2015G.stm,/talks/michael_green_how_we_can_make_the_world_a_better_place_by_2030,How we can make the world a better place by 2030,Michael Green,2015-10-12,14M39S,economics,future,global issues
1490,MichaelHansmeyer_2012G.stm,/talks/michael_hansmeyer_building_unimaginable_shapes,Building unimaginable shapes,Michael Hansmeyer,2012-07-27,11M7S,algorithm,architecture,design
1491,MichaelKimmel_2015W.stm,/talks/dilip_ratha_the_hidden_force_in_global_economics_sending_money_home,The hidden force in global economics: sending money home,Dilip Ratha,2014-10-09,16M59S,business,economics,finance
1492,MichaelMcDaniel_2012X.stm,/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief,"Cheap, effective shelter for disaster relief",Michael McDaniel,2012-05-19,7M50S,TEDx,design,global issues
1493,MichaelMerzenich_2004.stm,/talks/aubrey_de_grey_a_roadmap_to_end_aging,A roadmap to end aging,Aubrey de Grey,2006-10-02,22M45S,aging,biotech,disease
1494,MichaelMetcalfe_2013S.stm,/talks/michael_metcalfe_we_need_money_for_aid_so_let_s_print_it,We need money for aid. So let’s print it.,Michael Metcalfe,2014-02-26,14M24S,economics,global issues,poverty
1495,MichaelMetcalfe_2015S.stm,/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change,A provocative way to finance the fight against climate change,Michael Metcalfe,2016-04-28,12M52S,business,climate change,economics
1496,MichaelMilken_2001.stm,/talks/michael_molina_what_is_deja_vu_what_is_deja_vu,What is déjà vu? What is déjà vu?,Michael Molina,2019-02-15,3M40S,consciousness,psychology,brain
1497,MichaelMoschen_2002.stm,/talks/michael_moschen_juggling_as_art_and_science,Juggling as art ... and science,Michael Moschen,2008-05-08,37M2S,dance,entertainment,math
1498,MichaelMurphy_2016.stm,/talks/michael_murphy_architecture_that_s_built_to_heal,Architecture that's built to heal,Michael Murphy,2016-09-15,15M38S,Africa,architecture,collaboration
1499,MichaelNorton_2011X.stm,/talks/michael_norton_how_to_buy_happiness,How to buy happiness,Michael Norton,2012-04-24,10M58S,TEDx,business,community
1500,MichaelPatrickLynch_2017.stm,/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth,How to see past your own perspective and find truth,Michael Patrick Lynch,2017-06-05,14M26S,philosophy,communication,politics
1501,MichaelPawlyn_2010S.stm,/talks/michael_pawlyn_using_nature_s_genius_in_architecture,Using nature's genius in architecture,Michael Pawlyn,2011-02-10,13M46S,architecture,biomimicry,design
1502,MichaelPollan_2007.stm,/talks/michael_pollan_a_plant_s_eye_view,A plant's-eye view,Michael Pollan,2008-02-07,17M25S,animals,bees,business
1503,MichaelPorter_2013G.stm,/talks/michael_porter_the_case_for_letting_business_solve_social_problems,The case for letting business solve social problems,Michael Porter,2013-10-07,16M28S,business,social change,communication
1504,MichaelPritchard_2009G.stm,/talks/michael_pritchard_how_to_make_filthy_water_drinkable,How to make filthy water drinkable,Michael Pritchard,2009-08-04,9M31S,business,demo,design
1505,MichaelRubinstein_2014X.stm,/talks/michael_rubinstein_see_invisible_motion_hear_silent_sounds,"See invisible motion, hear silent sounds",Michael Rubinstein,2014-12-23,13M18S,TEDx,demo,film
1506,MichaelSandel_2010.stm,/talks/michael_sandel_the_lost_art_of_democratic_debate,The lost art of democratic debate,Michael Sandel,2010-06-07,19M42S,democracy,government,law
1507,MichaelSandel_2013G.stm,/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life,Why we shouldn't trust markets with our civic life,Michael Sandel,2013-10-07,14M37S,business,social change,communication
1508,MichaelShellenberger_2016T.stm,/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment,How fear of nuclear power is hurting the environment,Michael Shellenberger,2016-09-14,13M58S,activism,climate change,energy
1509,MichaelShermer_2006.stm,/talks/michael_shermer_why_people_believe_weird_things,Why people believe weird things,Michael Shermer,2006-11-08,13M25S,culture,entertainment,illusion
1510,MichaelShermer_2010.stm,/talks/michael_shermer_the_pattern_behind_self_deception,The pattern behind self-deception,Michael Shermer,2010-06-14,19M1S,psychology,science,self
1511,MichaelTilsonThomas_2012.stm,/talks/michael_tilson_thomas_music_and_emotion_through_time,Music and emotion through time,Michael Tilson Thomas,2012-05-07,20M13S,culture,entertainment,history
1512,MicheleLSullivan_2016W.stm,/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness,"Asking for help is a strength, not a weakness",Michele L. Sullivan,2017-03-21,11M55S,communication,community,compassion
1513,MichelLaberge_2014.stm,/talks/michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion,How synchronized hammer strikes could generate nuclear fusion,Michel Laberge,2014-04-22,12M50S,nuclear energy,science,visualizations
1514,MichelleObama_2009P.stm,/talks/michelle_obama_a_passionate_personal_case_for_education,"A passionate, personal case for education",Michelle Obama,2009-05-27,12M29S,culture,education,global issues
1515,MickCornett_2013P.stm,/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds,How an obese town lost a million pounds,Mick Cornett,2014-01-02,15M15S,cities,health,
1516,MickEbeling_2011A.stm,/talks/mick_ebeling_the_invention_that_unlocked_a_locked_in_artist,The invention that unlocked a locked-in artist,Mick Ebeling,2011-04-07,7M49S,creativity,design,disease
1517,MickMountz_2011X.stm,/talks/mick_mountz_what_happens_inside_those_massive_warehouses,What happens inside those massive warehouses?,Mick Mountz,2012-01-29,12M6S,TEDx,business,consumerism
1518,MiguelNicolelis_2012P.stm,/talks/miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really,"A monkey that controls a robot with its thoughts. No, really.",Miguel Nicolelis,2013-02-18,14M55S,brain,neuroscience,science
1519,MiguelNicolelis_2014G.stm,/talks/miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it,Brain-to-brain communication has arrived. How we did it,Miguel Nicolelis,2015-01-26,18M57S,brain,communication,neuroscience
1520,MihalyCsikszentmihalyi_2004.stm,/talks/aubrey_de_grey_a_roadmap_to_end_aging,A roadmap to end aging,Aubrey de Grey,2006-10-02,22M45S,aging,biotech,disease
1521,MikeBiddle_2011G.stm,/talks/rory_sutherland_life_lessons_from_an_ad_man,Life lessons from an ad man,Rory Sutherland,2009-10-14,16M39S,business,consumerism,creativity
1522,MikedeGruy_2010Z.stm,/talks/mike_degruy_hooked_by_an_octopus,Hooked by an octopus,Mike deGruy,2012-02-04,18M12S,entertainment,film,fish
1523,MikeMatas_2011.stm,/talks/mike_matas_a_next_generation_digital_book,A next-generation digital book,Mike Matas,2011-04-28,4M34S,demo,design,entertainment
1524,MikeRowe_2008P.stm,/talks/mike_rowe_learning_from_dirty_jobs,Learning from dirty jobs,Mike Rowe,2009-03-05,20M2S,economics,entertainment,work
1525,MikeVelings_2015Z.stm,/talks/mike_velings_the_case_for_fish_farming,The case for fish farming,Mike Velings,2016-02-11,15M18S,biodiversity,consumerism,business
1526,MikkoHypponen_2011G.stm,/talks/mikko_hypponen_fighting_viruses_defending_the_net,"Fighting viruses, defending the net",Mikko Hypponen,2011-07-19,17M34S,Internet,TEDx,computers
1527,MikkoHypponen_2011X.stm,/talks/mikko_hypponen_three_types_of_online_attack,Three types of online attack,Mikko Hypponen,2012-01-18,9M23S,Internet,TEDx,crime
1528,MikkoHypponen_2013X.stm,/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,How the NSA betrayed the world's trust -- time to act,Mikko Hypponen,2013-11-07,19M18S,Internet,computers,global issues
1529,MilehaSoneji_2015X.stm,/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s,Simple hacks for life with Parkinson's,Mileha Soneji,2016-03-10,6M57S,creativity,empathy,curiosity
1530,MiltonGlaser_1998.stm,/talks/milton_glaser_using_design_to_make_ideas_new,Using design to make ideas new,Milton Glaser,2009-02-11,15M14S,art,communication,creativity
1531,MinaBissell_2012G.stm,/talks/mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer,Experiments that point to a new understanding of cancer,Mina Bissell,2012-07-16,16M18S,biology,cancer,health care
1532,MirandaWang_2013.stm,/talks/seth_shostak_et_is_probably_out_there_get_ready,ET is (probably) out there -- get ready,Seth Shostak,2012-06-02,18M40S,TEDx,astronomy,science
1533,MiriamZoilaPerez_2016W.stm,/talks/celeste_headlee_10_ways_to_have_a_better_conversation,10 ways to have a better conversation,Celeste Headlee,2016-02-16,11M29S,communication,interview,personal growth
1534,MiruKim_2008P.stm,/talks/miru_kim_my_underground_art_explorations,My underground art explorations,Miru Kim,2009-02-26,14M30S,art,beauty,cities
1535,MishaGlenny_2009G.stm,/talks/misha_glenny_the_real_story_of_mcmafia_how_global_crime_networks_work,The real story of McMafia -- how global crime networks work,Misha Glenny,2009-09-14,19M30S,crime,economics,global issues
1536,MishaGlenny_2011G.stm,/talks/misha_glenny_hire_the_hackers,Hire the hackers!,Misha Glenny,2011-09-13,18M39S,Internet,computers,crime
